sheet,metabolite,group_type,mean,median,std,cv,iqr,n_samples,mean_vsedian_diff
Breast,pnto_R,slow,16.54099853,16.60371653,4.782655537,0.289139469,6.7387562,12,0.062718002
Breast,pnto_R,fast,21.52238683,22.11000585,5.949703297,0.276442541,5.984645074,12,0.587619019
Breast,2hb,slow,19.32554069,18.92228392,9.468716648,0.489958692,8.459355344,12,0.403256777
Breast,2hb,fast,18.58257128,17.84214605,5.699880176,0.306732588,2.133008966,12,0.740425226
Breast,leu__L,slow,169.7934694,166.2667196,63.51813027,0.374090538,57.78062502,12,3.526749843
Breast,leu__L,fast,136.4683383,115.642274,58.59462857,0.429364271,17.21488375,12,20.82606433
Breast,CE1661,slow,62.73755232,65.67327327,17.45551895,0.278230793,20.86350586,12,2.935720959
Breast,CE1661,fast,53.82115636,55.84509312,17.10440828,0.317800832,17.08068061,12,2.023936759
Breast,val__L,slow,170.968257,150.2970551,79.42603769,0.464565991,57.29554615,12,20.67120187
Breast,val__L,fast,139.9562473,117.4255025,51.71364997,0.369498689,34.62386281,12,22.53074487
Breast,ile__L,slow,100.1468647,90.60840701,47.05210481,0.469831032,49.81506582,12,9.538457658
Breast,ile__L,fast,82.20583945,76.91876982,31.27571772,0.380456157,16.008824,12,5.287069622
Breast,gln__L,slow,321.2868943,171.96204,348.9434196,1.086080465,605.5833186,24,149.3248542
Breast,gln__L,fast,298.5616007,254.1008512,295.9432301,0.991230049,563.6862391,24,44.46074951
Breast,bhb,slow,485.6523915,507.2517258,278.9762928,0.574436156,345.7593606,12,21.5993343
Breast,bhb,fast,446.5463296,326.1154286,340.7828402,0.763152259,224.4267943,12,120.430901
Breast,lac__L,slow,90867.2591,93620.95556,15044.11484,0.165561446,13558.45607,12,2753.696465
Breast,lac__L,fast,90559.35612,88890.82646,9497.253934,0.104873249,18262.53794,12,1668.52966
Breast,lac___D,slow,575.6468015,521.7003752,241.4250808,0.419397937,290.8157241,12,53.94642635
Breast,lac___D,fast,537.759609,468.7301148,194.5495425,0.361777901,177.1895921,12,69.02949418
Breast,ala__L,slow,842.9002935,793.911436,154.4299372,0.18321258,249.0334778,12,48.98885748
Breast,ala__L,fast,855.8934138,784.6217593,163.1059621,0.190568077,253.4194423,12,71.27165451
Breast,ac,slow,216.8990077,215.8472024,57.86970264,0.266804829,71.94512231,12,1.051805238
Breast,ac,fast,210.4222876,190.8099731,55.64176836,0.264429063,86.93198247,12,19.61231446
Breast,glu__L,slow,507.9952701,482.5840583,157.7776224,0.310588763,105.1048525,12,25.41121181
Breast,glu__L,fast,457.2999568,399.2524862,150.9984678,0.330195675,164.3956005,12,58.0474706
Breast,pyr,slow,85.99288563,79.59280911,26.80737227,0.31173942,31.63821209,12,6.40007652
Breast,pyr,fast,84.6394771,75.28042129,22.33425261,0.263875125,30.92020461,12,9.359055804
Breast,succ,slow,134.7745807,128.6177823,76.37417026,0.566680823,102.7085634,12,6.156798337
Breast,succ,fast,124.68758,126.330639,67.15007722,0.53854664,94.21372915,12,1.643058993
Breast,ala_B,slow,333.5285629,291.1924716,138.8061619,0.416174737,86.59011332,12,42.33609129
Breast,ala_B,fast,378.9821801,338.2420889,167.7406926,0.44260839,241.2194198,12,40.74009118
Breast,glyb,slow,106.0508742,112.0843069,25.23776416,0.237977898,37.5367515,12,6.033432658
Breast,glyb,fast,101.5145655,99.62385735,17.56858846,0.173064706,18.88385935,12,1.890708133
Breast,asn__L,slow,177.9449836,144.3625894,75.85181394,0.426265537,95.11985928,12,33.58239423
Breast,asn__L,fast,155.1992742,144.6177554,54.78372809,0.35298959,47.74333955,12,10.58151872
Breast,dmgly,slow,310.8610362,284.3065739,129.5836551,0.416853964,196.497337,12,26.55446228
Breast,dmgly,fast,334.1133944,321.0597592,91.38990923,0.273529618,112.4504437,12,13.05363529
Breast,M02035,slow,31.47751275,33.40216674,8.973601906,0.285079764,7.489543241,12,1.924653989
Breast,M02035,fast,33.26204293,32.06514957,7.050767396,0.211976378,10.23539917,12,1.196893359
Breast,crtn,slow,16497.62462,11950.32337,14746.57153,0.89386029,29886.79494,24,4547.301251
Breast,crtn,fast,17321.27635,16546.80141,14944.49576,0.862782595,30548.82825,24,774.474944
Breast,malon,slow,502.6548849,491.7070332,122.4469886,0.243600514,162.8150608,12,10.94785173
Breast,malon,fast,567.6077228,525.5973485,82.68666295,0.145675719,136.2954629,12,42.01037429
Breast,btbet,slow,1491.109917,1256.285128,947.9389806,0.635727098,758.4474343,12,234.8247888
Breast,btbet,fast,1703.334407,1593.606461,649.3888279,0.381245647,587.9558189,12,109.7279462
Breast,inost,slow,244.4721513,175.2292029,221.0086231,0.904023718,393.5612975,24,69.24294835
Breast,inost,fast,234.6457515,207.1941029,196.3101471,0.836623488,364.1505517,24,27.45164856
Breast,taur,slow,463.9875679,376.6365024,198.0885386,0.426926393,159.7790643,12,87.35106543
Breast,taur,fast,382.3340406,391.9534905,109.3030986,0.285883774,176.8086028,12,9.619449921
Breast,gly,slow,659.8319588,608.277744,159.4389415,0.241635676,120.8834061,12,51.55421475
Breast,gly,fast,636.6096162,636.6112802,123.0129709,0.193231406,158.6201558,12,0.001664048
Breast,thr__L,slow,309.7525854,309.9397711,120.1119077,0.387767248,112.5027225,12,0.18718567
Breast,thr__L,fast,286.5867407,293.3533537,91.52505883,0.319362503,123.097057,12,6.766612927
Breast,glyc,slow,208.0884841,210.1242706,36.93440594,0.177493753,40.96430928,12,2.035786489
Breast,glyc,fast,203.9944868,201.5521873,35.55566973,0.174297209,58.70222427,12,2.442299425
Breast,ethe,slow,129.6267177,116.9280692,85.17035664,0.657043225,48.84916799,12,12.69864853
Breast,ethe,fast,111.6708565,105.4737046,58.02005795,0.519563114,77.18457374,12,6.197151867
Breast,ser__D,slow,626.6762345,643.6205051,118.6146221,0.189275762,183.4354797,12,16.94427061
Breast,ser__D,fast,581.4198489,567.3342979,103.5855033,0.178159558,128.3070961,12,14.08555105
Breast,glc__D,slow,799.1402848,841.8639481,283.4798872,0.354731069,209.9142986,12,42.72366334
Breast,glc__D,fast,788.894112,799.3947318,325.9995582,0.413236141,443.4412151,12,10.5006198
Breast,g6p,slow,202.0919542,134.2812357,183.68845,0.908934998,160.6026932,12,67.81071845
Breast,g6p,fast,282.4255818,169.6809581,267.0584402,0.945588705,225.9989727,12,112.7446237
Breast,man,slow,173.2718798,149.2577753,172.1769677,0.993680959,170.8688367,12,24.01410458
Breast,man,fast,258.0506185,168.5261097,238.1879157,0.923027882,208.2112751,12,89.52450874
Breast,ins,slow,2096.85211,1887.57986,1545.303332,0.736963434,2898.776591,24,209.2722501
Breast,ins,fast,2065.647372,1297.976473,1554.696547,0.752643732,3144.177967,24,767.6708987
Breast,fum,slow,15.90500611,15.71506809,5.418865751,0.340701897,8.038799071,12,0.189938016
Breast,fum,fast,14.36967638,12.31957698,7.317263238,0.50921559,10.60530755,12,2.050099408
Breast,his__L,slow,107.4241696,108.7102012,39.57625247,0.368411063,47.15093311,12,1.286031652
Breast,his__L,fast,89.47033008,90.97676107,21.01034845,0.234830345,31.94506816,12,1.50643099
Breast,g3p,slow,102.2313651,95.74767254,25.62714071,0.250677869,24.02218128,12,6.483692545
Breast,g3p,fast,107.194988,105.5267514,28.70584163,0.267790894,43.1631461,12,1.668236608
Breast,carn,slow,10214.13567,10194.70506,2186.068623,0.214023848,3655.146012,12,19.43060813
Breast,carn,fast,9917.921407,9523.257762,2517.482659,0.253831681,2224.766399,12,394.6636455
Breast,ans,slow,40321.99248,39727.25347,6174.332704,0.153125685,6248.894365,12,594.7390181
Breast,ans,fast,38157.37895,38621.48188,3789.241535,0.099305603,3712.39287,12,464.1029257
Breast,phe__L,slow,53.93535845,51.82851326,24.40208857,0.45243212,16.57662698,12,2.10684519
Breast,phe__L,fast,39.24833896,28.46789464,21.40822574,0.545455586,36.50881928,12,10.78044431
Breast,hxan,slow,961.976153,975.2499427,316.1233893,0.328618738,447.2438324,12,13.27378972
Breast,hxan,fast,930.3170287,784.2622447,403.9632848,0.434221101,418.4860383,12,146.054784
Breast,ade,slow,416.0458106,389.2675778,105.2586087,0.252997641,164.0852409,12,26.77823285
Breast,ade,fast,385.4022966,385.336086,85.79966585,0.22262365,133.1949421,12,0.06621065
Breast,nad,slow,291.8310614,275.3401709,111.6352705,0.382533888,157.6216415,12,16.49089053
Breast,nad,fast,273.0212881,267.9308394,100.7358887,0.368967158,204.1585356,12,5.090448676
Breast,for,slow,104.0819124,104.6512267,21.26645807,0.204324244,16.82309964,12,0.569314309
Breast,for,fast,99.73361877,94.52061496,23.02318825,0.230846815,23.84572568,12,5.213003811
Breast,ncam,slow,203.465618,193.4749092,70.86621728,0.348295786,131.7118398,24,9.990708853
Breast,ncam,fast,187.8408605,185.2885003,58.17404385,0.309698559,77.7993695,24,2.552360285
Breast,amp,slow,42.07678861,38.02718702,25.22595776,0.599521936,24.8798871,12,4.04960159
Breast,amp,fast,34.9617907,31.27723455,25.68162739,0.7345627,29.35385438,12,3.684556155
Breast,atp,slow,210.6006413,210.5023033,64.61337002,0.306805191,53.92163227,12,0.098338035
Breast,atp,fast,202.5815188,213.3246749,29.59723875,0.146100389,19.22145917,12,10.74315617
Heart,pnto_R,slow,45.1412795,47.59527953,8.052695281,0.178388725,9.122230275,12,2.454000024
Heart,pnto_R,fast,47.30302739,45.33357166,12.38011877,0.261719375,21.80886085,12,1.969455731
Heart,2hb,slow,26.22611831,24.40828672,7.810439088,0.297811479,5.676016892,12,1.817831585
Heart,2hb,fast,22.88409787,22.81613434,6.036117529,0.263769084,5.264702367,12,0.067963527
Heart,leu__L,slow,457.3341779,474.654877,53.38981224,0.116741356,72.18103929,12,17.32069911
Heart,leu__L,fast,403.9994127,389.5059436,51.57579199,0.127663037,39.59251941,12,14.4934691
Heart,CE1661,slow,87.29284412,100.2126886,28.30961881,0.324306294,41.00742586,12,12.91984448
Heart,CE1661,fast,83.34079475,89.51070743,25.65413471,0.307822055,21.20377841,12,6.169912674
Heart,val__L,slow,342.765547,348.3294719,45.16954983,0.131779726,72.94606008,12,5.563924942
Heart,val__L,fast,302.7778727,309.6438398,40.02783849,0.132201994,64.24020879,12,6.865967088
Heart,ile__L,slow,234.6826083,236.6777429,31.46002147,0.134053485,43.3589291,12,1.995134562
Heart,ile__L,fast,205.1082681,198.6989558,24.90419476,0.121419751,18.07984983,12,6.40931222
Heart,gln__L,slow,2742.098587,2088.929756,2776.049068,1.012381204,5610.15738,24,653.1688306
Heart,gln__L,fast,3003.38829,2174.816433,3061.69108,1.019412338,5782.749924,24,828.5718574
Heart,23btdl,slow,103.5393059,98.36508695,30.13584646,0.291057065,43.29993533,12,5.174218938
Heart,23btdl,fast,90.58939431,92.48889093,33.75428369,0.372607455,49.42305553,12,1.899496621
Heart,bhb,slow,761.7549505,606.6655998,472.2851055,0.619996109,776.6869869,12,155.0893507
Heart,bhb,fast,702.8391897,531.3714603,535.9180469,0.762504503,439.2867661,12,171.4677293
Heart,lac__L,slow,29800.9426,29534.63775,6717.319538,0.225406277,9854.339658,12,266.3048594
Heart,lac__L,fast,32145.49935,32946.16794,3611.225479,0.112340003,4204.514852,12,800.6685916
Heart,lac___D,slow,134.7947594,140.4432619,34.46062618,0.255652566,45.17921149,12,5.64850254
Heart,lac___D,fast,151.2016566,153.7731815,20.82266262,0.137714514,16.90356969,12,2.571524845
Heart,ala__L,slow,1080.686087,1144.659938,242.5489726,0.224439803,345.1061222,12,63.97385047
Heart,ala__L,fast,938.8149913,882.4026227,191.8786213,0.204383849,175.9767114,12,56.41236853
Heart,ac,slow,128.7285151,123.1532045,23.42249875,0.181952683,29.23179039,12,5.575310628
Heart,ac,fast,111.9526513,107.3458126,15.83252897,0.141421653,16.81009518,12,4.606838696
Heart,asp__L,slow,3984.450145,2772.773062,3874.05088,0.972292472,7109.303064,24,1211.677083
Heart,asp__L,fast,3581.217154,2565.6625,3264.093884,0.911448187,6646.937731,24,1015.554654
Heart,glu__L,slow,12126.18971,12263.01081,1847.345169,0.152343416,1656.318593,12,136.8210982
Heart,glu__L,fast,12761.04428,12843.49527,2216.828552,0.173718428,3425.691221,12,82.45099025
Heart,succ,slow,1323.875071,1279.706871,379.7944973,0.286880919,458.6702145,12,44.16820062
Heart,succ,fast,1410.857906,1372.627374,333.7050759,0.236526353,181.7807812,12,38.23053253
Heart,ala_B,slow,147.646615,134.5057001,45.99238549,0.311503149,61.14439792,12,13.14091491
Heart,ala_B,fast,130.8639416,138.3040268,52.08315619,0.397994708,65.85037286,12,7.440085208
Heart,dma,slow,9.360675245,10.43978619,2.286549221,0.244271825,3.448064163,12,1.079110944
Heart,dma,fast,10.94199568,10.45579617,2.679898766,0.244918646,3.492901909,12,0.486199516
Heart,sarcs,slow,22.42691538,20.96290958,6.558266228,0.292428366,7.070653016,12,1.464005805
Heart,sarcs,fast,22.23972489,23.2805108,5.505440077,0.247549828,9.445106946,12,1.040785912
Heart,metsox_S__L,slow,119.6055462,121.8233962,21.19516493,0.17720888,34.28401031,12,2.217849946
Heart,metsox_S__L,fast,111.9065642,108.8533445,19.39674417,0.173329816,13.09388805,12,3.053219682
Heart,asn__L,slow,417.5208381,403.6255769,75.34108169,0.180448674,113.1207609,12,13.89526128
Heart,asn__L,fast,383.1588622,381.7725568,66.40586877,0.173311583,74.23178831,12,1.3863054
Heart,tma,slow,12.19183697,11.15043619,2.483232643,0.203679942,3.944151597,12,1.041400785
Heart,tma,fast,12.07177026,12.21293325,2.833034328,0.234682591,2.724209949,12,0.141162993
Heart,dmgly,slow,39.95528951,38.20202547,7.307488548,0.182891643,4.168137907,12,1.75326404
Heart,dmgly,fast,40.69208099,39.36502694,10.77243195,0.264730426,6.247506585,12,1.327054042
Heart,lys__L,slow,642.0980785,593.8823015,204.1252803,0.317903584,182.3605823,12,48.21577696
Heart,lys__L,fast,535.7496752,498.4327671,161.5634436,0.301565173,121.2935896,12,37.31690813
Heart,crtn,slow,3953.560296,2837.950458,3881.999176,0.981899575,7668.143828,24,1115.609838
Heart,crtn,fast,4199.759378,3437.787857,4095.108854,0.975081781,7982.049103,24,761.9715215
Heart,malon,slow,222.6287284,231.9272505,49.4047456,0.22191541,56.66132099,12,9.29852213
Heart,malon,fast,199.3982034,209.1302589,25.28001066,0.126781537,43.7159643,12,9.732055446
Heart,acrn,slow,15.88393587,15.55239605,6.963553996,0.438402299,11.60230058,12,0.331539818
Heart,acrn,fast,14.20679565,13.50086297,4.163292569,0.293049374,3.66487532,12,0.705932683
Heart,chol,slow,1222.332186,1334.637126,595.8718169,0.487487627,982.1822254,12,112.3049403
Heart,chol,fast,944.0729095,1114.765534,432.5007849,0.458122228,729.2447525,12,170.6926249
Heart,peho,slow,528.2264513,535.8300098,82.67549441,0.156515249,112.0654944,12,7.6035585
Heart,peho,fast,484.2929542,509.4096476,91.65610431,0.189257563,111.6460944,12,25.11669336
Heart,cholp,slow,1068.040423,1020.805635,196.632852,0.184106189,277.5975291,12,47.23478813
Heart,cholp,fast,1089.283694,1090.144854,138.4634541,0.127114226,266.499087,12,0.861160463
Heart,crn,slow,212.7746462,209.8897561,57.60451169,0.270730149,112.8114563,12,2.884890164
Heart,crn,fast,218.3595074,209.4111644,51.1323497,0.234165896,33.0232645,12,8.948342987
Heart,g3pc,slow,303.3552796,321.1705187,132.1525874,0.435636352,220.8516861,12,17.81523907
Heart,g3pc,fast,368.3151495,355.2104061,153.469995,0.416681191,171.5833606,12,13.10474336
Heart,btbet,slow,1465.885316,1592.121499,348.0784248,0.237452699,677.1003919,12,126.2361824
Heart,btbet,fast,1572.09229,1566.567626,274.2307257,0.174436786,474.5516206,12,5.524664915
Heart,gsn,slow,309.8100563,246.8419137,245.8423116,0.793525925,454.9515711,24,62.96814259
Heart,gsn,fast,316.8630837,256.2067332,256.4382198,0.809302923,482.6323484,24,60.65635051
Heart,inost,slow,1818.514163,1556.152746,1764.684671,0.97039919,3448.076238,24,262.3614173
Heart,inost,fast,1649.450266,1474.20305,1580.41442,0.958146149,3126.890815,24,175.247216
Heart,taur,slow,35961.89524,35585.67955,2660.118662,0.07397048,3652.714325,12,376.2156817
Heart,taur,fast,37480.34305,37322.68392,2196.754462,0.058610842,3764.247458,12,157.659123
Heart,gly,slow,1061.172232,1050.771347,223.4517167,0.210570641,274.4845358,12,10.40088507
Heart,gly,fast,914.602098,895.9781033,115.8211565,0.126635568,198.6654777,12,18.62399471
Heart,thr__L,slow,588.779186,593.4026983,130.7556792,0.222079316,195.2431046,12,4.623512281
Heart,thr__L,fast,579.0167916,570.486593,123.407975,0.213133672,167.4274969,12,8.53019857
Heart,glyc,slow,972.8328618,1043.073281,245.9124587,0.252779761,391.4151901,12,70.24041928
Heart,glyc,fast,933.2854298,1002.832129,231.4080997,0.247949976,448.3887055,12,69.5466989
Heart,ethe,slow,52.42574932,50.85063115,10.80459544,0.206093295,11.86485774,12,1.575118173
Heart,ethe,fast,54.38131071,51.20725554,11.32610954,0.208272096,13.30501353,12,3.174055174
Heart,ser__D,slow,1222.882463,1233.013661,278.2570353,0.22754193,391.202801,12,10.13119794
Heart,ser__D,fast,1039.555616,1045.405306,151.9653489,0.146182991,210.3562603,12,5.849690123
Heart,mal__L,slow,256.6639734,213.2618224,149.413076,0.582134976,138.2185013,12,43.40215109
Heart,mal__L,fast,202.6293554,204.4531531,80.06325595,0.395121703,88.1517315,12,1.823797741
Heart,glc__D,slow,541.8269799,375.9503036,520.0402596,0.959790263,229.856125,12,165.8766762
Heart,glc__D,fast,401.3858376,232.5532766,359.9850609,0.896855412,426.4041011,12,168.832561
Heart,ura,slow,152.2556566,137.3256629,28.16535479,0.184987247,51.30691723,12,14.92999365
Heart,ura,fast,141.0025344,152.6305867,31.37695227,0.222527577,28.82458308,12,11.6280523
Heart,uri,slow,84.2441436,81.86075063,21.82706357,0.259092949,27.39546278,12,2.383392967
Heart,uri,fast,66.05369345,64.15713521,16.70002499,0.252824999,17.66424878,12,1.896558239
Heart,cytd,slow,48.3673478,39.40359433,24.24277675,0.501221958,25.75227237,12,8.963753467
Heart,cytd,fast,46.13317072,47.61304995,14.71924209,0.31905984,15.35713393,12,1.479879233
Heart,ins,slow,1249.635379,1059.579317,1151.265008,0.921280741,2315.851635,24,190.0560619
Heart,ins,fast,1318.385373,1137.887679,1228.637449,0.93192588,2457.620091,24,180.4976938
Heart,fum,slow,22.71349114,22.56034765,10.08822913,0.444151411,13.11695239,12,0.153143491
Heart,fum,fast,23.72346807,18.26634889,15.1461169,0.638444466,4.718416114,12,5.457119181
Heart,tyr__L,slow,199.3944007,204.8379466,33.93981795,0.170214499,41.26502275,12,5.443545892
Heart,tyr__L,fast,187.5143619,184.443218,43.50549715,0.232011547,66.48839549,12,3.071143963
Heart,his__L,slow,133.4323766,131.1086516,28.09988727,0.210592721,26.73943687,12,2.323724974
Heart,his__L,fast,131.204185,126.7181791,26.37080512,0.200990579,30.4021334,12,4.486005921
Heart,g3p,slow,101.3175625,101.3933505,25.30928396,0.249801548,44.81346022,12,0.07578799
Heart,g3p,fast,112.0749404,94.88904358,41.20250645,0.367633534,37.67752031,12,17.1858968
Heart,phe__L,slow,181.5878999,177.7212932,23.38529699,0.128782243,27.83589569,12,3.866606713
Heart,phe__L,fast,160.6038887,160.6349835,36.2873764,0.225943324,36.83437055,12,0.031094793
